מקט,קו,מפעילה,מסלול,נסיעות ביום,מהן נגישות,אחוז נגיש
10332,332,נסיעות ותיירות,תחנת רכבת חיפה מרכז השמונה-חיפה<->שדרות מעלה יצחק/כרכום-נוף ,871,771,89%
14360,360,אלקטרה אפיקים תחבורה,סובת התאנה-אפרת<->שדרות שז''ר/בנייני האומה-ירושלים-2#,417,417,100%
10470,470,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית באר שבע/ה,316,316,100%
12114,114,דן,מסוף ההגנה/איסוף-תל אביב יפו<->מסוף ההגנה/הורדה-תל אביב יפו-,292,292,100%
10388,388,מטרופולין,ת. מרכזית ערד/רציפים-ערד<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,264,264,100%
11691,691,בית שמש אקספרס,קניון איילון-בני ברק<->שדרות האמוראים/רבינא-בית שמש-27,239,239,100%
11310,310,קווים,תחנה תפעולית/ביטוח לאומי-ירושלים<->משך חוכמה ז-מודיעין עילית,232,232,100%
10367,367,נתיב אקספרס,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית נהריה/הורדה-נהריה-2#,190,190,100%
10397,397,אגד,ת. מרכזית אילת/רציפים-אילת<->ת.מרכזית באר שבע/הורדה-באר שבע-,185,185,100%
10361,361,נתיב אקספרס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->ת. מרכזית צפת/הורדה-,178,178,100%
24020,20,מטרופולין,בי''ס אלמותנבי-כסיפה<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,173,173,100%
16041,41,נתיב אקספרס,עירייה-מעלות תרשיחא<->ת. מרכזית נהריה/הורדה-נהריה-2א,172,172,100%
16380,380,נסיעות ותיירות,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->כלא צלמון-מרום הגליל,151,151,100%
12143,143,אגד,ת. רכבת קרית אריה-פתח תקווה<->חניון אגד/דן שומרון-חולון-20,151,151,100%
21070,70,קווים,ת. מרכזית חדרה/רציפים-חדרה<->הנרקיס/הסביון-זכרון יעקב-13,146,146,100%
18047,47,קווים,דרך לב השרון/האילן-קדימה צורן<->ת. מרכזית נתניה/הורדה-נתניה-,146,146,100%
10690,690,בית שמש אקספרס,קניון איילון-בני ברק<->שדרות האמוראים/רבינא-בית שמש-2#,144,144,100%
14048,48א,אגד,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מעלה ההר/המלאכה-,142,142,100%
13290,290,קווים,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->הרטום/שדרות גולדה מא,138,138,100%
14139,139,קווים,ז'בוטינסקי/ אבו חצירא-בני ברק<->הר''ן/קדושת לוי-ביתר עילית-2,138,138,100%
13173,173,אגד,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית ראש,137,137,100%
25060,60א,קווים,ת.רכבת חדרה מערב/רציפים    -חדרה<->קידמה/התמדה-חריש-10,134,134,100%
10430,430,אגד,ת. מרכזית טבריה/רציפים-טבריה<->ת. מרכזית המפרץ/הורדה-חיפה-2#,131,131,100%
11170,170,נתיב אקספרס,קניון לב המפרץ/ההסתדרות-חיפה<->אל קודס/בנק הפועלים-טמרה-1ש,116,116,100%
10306,306,נתיב אקספרס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->אחמד חוסין עלאם/אל ב,114,114,100%
11166,166,נתיב אקספרס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->אום אלשתוייה-אעבלין-,112,112,100%
12163,163,אגד,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית ראשל',109,109,100%
11165,165,נתיב אקספרס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->שכונת חיילים משוחררי,108,108,100%
10500,500,אגד,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת. מרכזית המפרץ/הורדה-חיפ,108,108,100%
10511,511,נתיב אקספרס,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית ק''ש/הורדה-קרית שמונה-1,132,108,82%
12386,386,מטרופולין,ת. מרכזית ערד/רציפים-ערד<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,105,105,100%
10169,169,נתיב אקספרס,צומת דיר חנא-דייר חנא<->ת. מרכזית המפרץ/הורדה-חיפה-2ז,94,94,100%
10961,961,אגד,מסוף בית שאן/איסוף-בית שאן<->ת. מרכזית ירושלים/הורדה-ירושלים,81,81,100%
10356,356,סופרבוס,מעלה יצחק/הרב פינחס מילר-נוף הגליל<->בית חולים העמק-עפולה-21,80,80,100%
17282,282,נתיב אקספרס,אבו סנאן סולטאן באשא א-אבו סנאן<->ת. מרכזית המפרץ/הורדה-חיפה,80,80,100%
17064,64,קווים,ת. מרכזית חדרה/רציפים-חדרה<->איבטן-זמר-11,69,69,100%
20049,49,קווים,בית חולים הלל יפה-חדרה<->אל עריאן/מסגד-אל עריאן-20,69,69,100%
10962,962,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת. מרכזית טבריה/הו,64,64,100%
16068,68,קווים,ביה''ס אשאטי-ג'סר א זרקא<->ת. מרכזית חדרה/רציפים-חדרה-20,63,63,100%
10449,449,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->כיכר המעפיל-קרית ג,54,54,100%
11188,188,סופרבוס,קריית החינוך-יקנעם עילית<->ת. מרכזית המפרץ/הורדה-חיפה-20,47,47,100%
13180,180,סופרבוס,מחנה אליקים-מגידו<->ת. מרכזית המפרץ/הורדה-חיפה-21,46,46,100%
13299,299,קווים,מסוף אום אל פחם-אום אל פחם<->ת.מרכזית תל אביב קומה 6/הורדה-ת,46,46,100%
22400,400,מטרופולין,ת. מרכזית ערד/רציפים-ערד<->ת. רכבת להבים רהט-להבים-21,46,46,100%
13372,372,מטרופולין,חניון קרית אריה/החרש-פתח תקווה<->מלכי ישראל/דרך הדרום-קרית ג,46,46,100%
18151,151,מועצה אזורית גולן,ת.מרכזית עפולה/רציפים-עפולה<->קניון לב קצרין-קצרין-20,43,43,100%
25284,284,נתיב אקספרס,בי''ס תיכון-ירכא<->ת. מרכזית המפרץ/הורדה-חיפה-2#,42,42,100%
12387,387,מטרופולין,ת. מרכזית ערד/רציפים-ערד<->מכללה טכנולוגית חיל האוויר/דרך אי,30,30,100%
10446,446,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית באר שבע/ה,10,10,100%
16263,263,קווים,גן לאומי קיסריה-קיסריה<->הנרקיס/הסביון-זכרון יעקב-20,6,3,50%
12165,165,אגד,ת. מרכזית רחובות/רציפים-רחובות<->רכבת קריית אריה/חנה וסע-פתח,2,2,100%
10462,462,קווים,ארבע עונות/נירים-לוד<->ת. רכבת תל אביב - סבידור/דרך נמיר-תל ,163,0,0%
11460,460,קווים,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->מסוף הרכבת הי,64,0,0%
10475,475,קווים,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->האלה/דרך לוד הי,110,0,0%
12408,408,אגד,ת. מרכזית ירושלים/יפו-ירושלים<->תיכון מקיף ערבי/יוספטל-רמלה-,255,0,0%
14067,67,קווים,ת. מרכזית חדרה/רציפים-חדרה<->מסוף רכבת קיסריה פרדס חנה/הורדה,7,0,0%
21074,74,קווים,ת. מרכזית חדרה/רציפים-חדרה<->רוטשילד/מנחם ציוני-אור עקיבא-12,80,0,0%
30075,75,קווים,וייצמן/שידלובסקי-אור עקיבא<->ת. מרכזית חדרה/רציפים-חדרה-22,92,0,0%
10705,705,קווים,הפרדס/שפק-חדרה<->ת. מרכזית נתניה/הורדה-נתניה-11,29,0,0%
10706,706,קווים,הפרדס/שפק-חדרה<->ת. מרכזית נתניה/הורדה-נתניה-13,15,0,0%
10710,710,קווים,ת. מרכזית נתניה/רציפים-נתניה<->דרך אהרון/חווה חקלאית-זכרון י,23,0,0%
10730,730,קווים,ת. מרכזית נתניה/רציפים-נתניה<->בי''ס אלישבע/דרך הבנים-פרדס ח,128,0,0%
12729,729,קווים,דרך הבנים/דרך משמרות-פרדס חנה כרכור<->ת. מרכזית נתניה/הורדה-,138,0,0%
11343,343,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->המעפילים/דניאל-ש,40,0,0%
11474,474,קווים,מסוף אוניברסיטת ת''א -תל אביב יפו<->ארבע עונות/חללי אגוז-לוד,10,0,0%
11464,464,קווים,בי''ס חב''ד ב' לבנים/יוספטל-לוד<->מסוף אוניברסיטת ת''א/הורדה,9,0,0%
22064,64,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מרכז מסחרי/מצפה ,124,0,0%
30028,28,קווים,ת. מרכזית רמלה/רציפים-רמלה<->בית חולים שמואל הרופא-באר יעקב-,40,0,0%
11357,357,קווים,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->בית ספר לבנות בית רב,12,0,0%
28084,84,קווים,ז'בוטינסקי/הגיבורים-חדרה<->דרך שרה/כ''ט בנובמבר-זכרון יעקב-1,21,0,0%
25021,21,קווים,ת. מרכזית חדרה/רציפים-חדרה<->דרך ניל''י/ההגנה-בנימינה גבעת ע,12,0,0%
24059,59,קווים,דרך המסילה/ששת הימים-בנימינה גבעת עדה<->קופ''ח כללית-ג'ת-20,18,0,0%
11277,277,אגד,מסוף רדינג/רציפים-תל אביב יפו<->המלך חסן השני/בוסי סנט ג'ורג,143,0,0%
12302,302,אגד,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->עמק חפר/בקעת ,10,0,0%
13400,400,דרך אגד עוטף ירושלים,אזור התעשייה-בני ברק<->ת. מרכזית ירושלים/הורדה-ירושלים-10,141,0,0%
11118,118,מטרופולין,נחל אלכסנדר/כביש 5533-צור יצחק<->תחנה מרכזית כפ''ס/הורדה-כפר,252,0,0%
10375,375,מטרופולין,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->מלכי ישראל/דר,16,0,0%
14031,31,אגד,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->מרכז ביג קסטינה-ק,55,0,0%
12454,454,גלים,שדרות נפתלי הרץ אימבר/כפר דרום-באר שבע<->חממות-רהט-20,32,0,0%
22059,59א,מועצה אזורית גולן,זוויתן/יהודיה-קצרין<->ת. מרכזית ק''ש/הורדה-קרית שמונה-13,81,0,0%
21047,47,סופרבוס,ת.מרכזית עפולה/רציפים-עפולה<->מועדון פיס לגיל הזהב-אכסאל-12,95,0,0%
19032,32,קווים,ת. מרכזית חדרה/רציפים-חדרה<->הארזים/האורנים-בנימינה גבעת עדה,10,0,0%
19045,45,קווים,דרך המסילה/ששת הימים-בנימינה גבעת עדה<->מסוף אום אל פחם-אום ,22,0,0%
17046,46,קווים,ת.רכבת חדרה מערב/רציפים    -חדרה<->מסוף אום אל פחם-אום אל פח,67,0,0%
19048,48,קווים,דרך המסילה/ששת הימים-בנימינה גבעת עדה<->אל עריאן/מסגד-אל ערי,27,0,0%
18052,52,קווים,בית חולים הלל יפה-חדרה<->צומת זמר-זמר-21,41,0,0%
17053,53,קווים,אל ענבר/אל שרק-פוריידיס<->ת. מרכזית חדרה/רציפים-חדרה-20,37,0,0%
19063,63,קווים,מסוף חריש/איסוף-חריש<->ת.רכבת חדרה מערב-חדרה-11,31,0,0%
31022,22,קווים,מסוף שוהם-שוהם<->מסוף הרכבת הישן/הורדה-לוד-20,22,0,0%
10259,259,מטרופולין,מסוף עתידים-תל אביב יפו<->איזור התעשיה כפר סבא-כפר סבא-2#,244,0,0%
26063,63,נתיב אקספרס,מגרש ספורט-טובא זנגריה<->מסוף חצור הגלילית/הורדה-חצור הגלילי,98,0,0%
10556,556,אגד,אדוריים/רמות דוד-קרית גת<->ת. מרכזית ירושלים/הורדה-ירושלים-1,302,0,0%
12301,301,סופרבוס,אורט אורן/פארק מים-עפולה<->תחנת רכבת חיפה מרכז השמונה-חיפה-2,200,0,0%
11302,302,סופרבוס,ת.מרכזית עפולה/רציפים-עפולה<->ת. מרכזית המפרץ/הורדה-חיפה-20,5,0,0%
12793,793,סופרבוס,כיכר מרכזית חילף-בסמת טבעון<->מרכז רפואי לין/שדרות רוטשילד-ח,21,0,0%
13185,185,סופרבוס,בית ספר מגידו / 6953-מגידו<->ת. רכבת כפר יהושע/הורדה-כפר יהו,25,0,0%
13297,297,קווים,ברטעה-בסמ''ה<->מלל/יערי-חיפה-11,10,0,0%
10377,377,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית ראשל'',54,0,0%
12348,348,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית אשדוד-,104,0,0%
18065,65,מטרופולין,מרפאות חוץ סורוקה/אוניברסיטת בן גוריון-באר שבע<->מרכז מסחרי/,62,0,0%
26056,56,נתיב אקספרס,כביש 500/א שייח' אמין טריף-שפרעם<->סחנין עיריה-סח'נין-2#,32,0,0%
21057,57,נתיב אקספרס,ביר אלטירה כניסה-טמרה<->ת. רכבת כרמיאל-כרמיאל-2#,116,0,0%
13171,171,נתיב אקספרס,ביר אל מכסור כניסה-ביר אל מכסור<->קניון לב המפרץ-חיפה-2ש,74,0,0%
22058,58,נתיב אקספרס,אבו סנאן סולטאן באשא א-אבו סנאן<->ת. רכבת כרמיאל-כרמיאל-2#,80,0,0%
12280,280,אלקטרה אפיקים,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. רכבת תל אביב - סבידור/הורד,278,0,0%
12284,284,אלקטרה אפיקים,ת. מרכזית ראשל''צ/רציפים-ראשון לציון<->ת. מרכזית אשדוד-אשדוד,86,0,0%
11312,312,אלקטרה אפיקים,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית אשדוד,223,0,0%
13450,450,גלים,שדרות נפתלי הרץ אימבר/כפר דרום-באר שבע<->חממות-רהט-20,215,0,0%
11320,320,אלקטרה אפיקים,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה,297,0,0%
12321,321,אלקטרה אפיקים,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->כיכר טופז-אשדוד,52,0,0%
10212,212,אלקטרה אפיקים,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית רחובות/הורדה-רחובות,255,0,0%
13220,220,אלקטרה אפיקים,ת. מרכזית רחובות/רציפים-רחובות<->ת. מרכזית אשדוד-אשדוד-2#,56,0,0%
10313,313,אלקטרה אפיקים,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית אשדוד-אשדוד-2#,62,0,0%
16065,65,נתיב אקספרס,אל ג'בל א-דייר אל אסד<->פארק 2-נחף-2א,326,0,0%
17066,66,נתיב אקספרס,מסעף מג'ד אל כרום מזרח-מג'ד אל כרום<->מרכז טניס-סאג'ור-2#,262,0,0%
25086,86,נתיב אקספרס,בית ספר נוטרדאם-מעיליא<->מאר אליאס/אל מרג'-פסוטה-22,14,0,0%
26012,12,נתיב אקספרס,מתחם ביג כרמיאל-כרמיאל<->הרב קוק/ז'בוטינסקי-מעלות תרשיחא-2#,148,0,0%
14039,39,נתיב אקספרס,בית כנסת/ז'בוטינסקי-מעלות תרשיחא<->ת. מרכזית נהריה/הורדה-נהר,65,0,0%
10600,600,מטרופולין,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה,90,0,0%
10650,650,מטרופולין,מסוף עין התכלת/איסוף-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-ת,186,0,0%
10606,606,מטרופולין,ת. רכבת נתניה-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב ,190,0,0%
10601,601,מטרופולין,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נ,193,0,0%
10613,613,מטרופולין,בית העלמין/חזון אי''ש-בני ברק<->קמיל הויסמנס/בלפור-נתניה-2#,689,0,0%
10605,605,מטרופולין,דרך רזיאל/הרב ריינס-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל,198,0,0%
10610,610,מטרופולין,איזור התעשיה כפר סבא-כפר סבא<->ת. רכבת נתניה-נתניה-2#,92,0,0%
22056,56,סופרבוס,קריית החינוך-יקנעם עילית<->ת.מרכזית עפולה/הורדה-עפולה-20,16,0,0%
14156,156,סופרבוס,ת. רכבת בנימינה-בנימינה גבעת עדה<->ת.מרכזית עפולה/הורדה-עפול,10,0,0%
10348,348,סופרבוס,מסוף מגדל העמק/רציפים-מגדל העמק<->מינהלת בית החולים העמק-עפו,91,0,0%
11411,411,סופרבוס,מסוף בית שאן/איסוף-בית שאן<->ת.מרכזית עפולה/הורדה-עפולה-20,58,0,0%
11412,412,סופרבוס,מסוף בית שאן/איסוף-בית שאן<->ת.מרכזית עפולה/הורדה-עפולה-20,96,0,0%
12350,350,סופרבוס,ת.מרכזית עפולה/רציפים-עפולה<->אום אל גנם/יציאה-שבלי-13,74,0,0%
12354,354,סופרבוס,בית חולים העמק-עפולה<->האדמו''ר מבעלזא/דובר שלום-נוף הגליל-1,76,0,0%
19028,28,נסיעות ותיירות,סחנין יציאה מערבית-סח'נין<->תחנה מרכזית-נצרת-2#,198,0,0%
10342,342,נסיעות ותיירות,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->שוק נוף הגליל-נוף הג,194,0,0%
25012,12א,נסיעות ותיירות,מזאריב 1-זרזיר<->אל הייב 5-זרזיר-13,314,0,0%
16060,60,נסיעות ותיירות,מתחם ביג כרמיאל-כרמיאל<->מראר-מגאר-2#,331,0,0%
17061,61,נסיעות ותיירות,עוקף דיר חנא ב-דייר חנא<->ת. רכבת כרמיאל-כרמיאל-1#,62,0,0%
10338,338,נסיעות ותיירות,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->מרכז מסחרי/המעיין-נו,382,0,0%
10364,364,דן בדרום,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית באר שבע/,164,0,0%
11299,299,נסיעות ותיירות,מגאר ג'/מרכז-מגאר<->אוניברסיטה/רב תכליתי-חיפה-1א,84,0,0%
10365,365,דן בדרום,מסוף פארק אופקים-אופקים<->ת.מרכזית אשקלון/הורדה-אשקלון-2#,16,0,0%
11061,61,נתיב אקספרס,ת.מרכזית עכו/דרך הארבעה-עכו<->אבו סנאן 104-אבו סנאן-1#,64,0,0%
11064,64,נתיב אקספרס,מועצה מקומית-ירכא<->דרך הארבעה/דרך המלאכה-עכו-2#,82,0,0%
10567,567,מטרופולין,הנביאים/ישעיהו-כפר סבא<->ת.מרכזית תל אביב קומה 6/הורדה-תל אב,573,0,0%
10442,442,אגד,ת. מרכזית טבריה/רציפים-טבריה<->ת.מרכזית עפולה/הורדה-עפולה-1ך,78,0,0%
10271,271,נתיב אקספרס,בית כנסת/ז'בוטינסקי-מעלות תרשיחא<->תחנת רכבת חיפה מרכז השמונ,456,0,0%
10272,272,נתיב אקספרס,ת. מרכזית נהריה/רציפים-נהריה<->ת. מרכזית המפרץ/הורדה-חיפה-2ז,165,0,0%
10390,390,אגד,ת. מרכזית אילת/רציפים-אילת<->ת.מרכזית תל אביב קומה 6/הורדה-ת,104,0,0%
10399,399,אגד,ת. מרכזית נתניה/רציפים-נתניה<->ת. מרכזית אילת-אילת-11,28,0,0%
10504,504,מטרופולין,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->קרית הספורט/ו,140,0,0%
11505,505,מטרופולין,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->קרית הספורט/וייצמן-רע,28,0,0%
10984,984,נתיב אקספרס,טעם הצבי/שלב א-חצור הגלילית<->מסוף אלוף שדה-רמת גן-2א,96,0,0%
10575,575,מטרופולין,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->תחנה מרכזית כ,237,0,0%
10826,826,אגד,חניון אגד/העבודה-נוף הגליל<->ת.מרכזית תל אביב קומה 7/הורדה-ת,115,0,0%
10832,832,אגד,מפעלים אזוריים צמח-מפעלים אזוריים צמח<->ת.מרכזית תל אביב קומ,3,0,0%
10836,836,אגד,ת. מרכזית טבריה/רציפים-טבריה<->ת.מרכזית תל אביב קומה 7/הורדה,244,0,0%
10251,251,נתיב אקספרס,חוף הלגונה/כנרית-עכו<->ת. מרכזית המפרץ/הורדה-חיפה-2ז,134,0,0%
10465,465,אלקטרה אפיקים תחבורה,היובל/הגיתית-קדומים<->שדרות שז''ר/בנייני האומה-ירושלים-2#,50,0,0%
11068,68,נתיב אקספרס,ת.מרכזית עכו/דרך הארבעה-עכו<->דייר חנא ו'/כביש ראשי-דייר חנא,140,0,0%
10910,910,אגד,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. רכבת חוף הכר,169,0,0%
10350,350,אלקטרה אפיקים,רשב''י/שדרות הרב לוין-אשדוד<->מגדל ויטה/דרך בן גוריון-בני בר,690,0,0%
10265,265,נתיב אקספרס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->מתחם ביג כרמיאל-כרמי,104,0,0%
10437,437,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->מרכז אפרידר/ככר צפ,167,0,0%
10950,950,אגד,צומת אל על-נמל תעופה בן גוריון<->ת. מרכזית נתניה/הורדה-נתניה,158,0,0%
10953,953,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית עפולה/הור,56,0,0%
10955,955,אגד,חניון אגד/העבודה-נוף הגליל<->ת. מרכזית ירושלים/הורדה-ירושלים,32,0,0%
10960,960,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת. מרכזית המפרץ/הו,95,0,0%
10048,48,נתיב אקספרס,ת. מרכזית נהריה/רציפים-נהריה<->ת. רכבת אחיהוד/הורדה-אחיהוד-1,88,0,0%
10434,434,אגד,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת. מרכזית רחובות/ר,60,0,0%
10448,448,דן בדרום,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת. מרכזית אשדוד-אש,214,0,0%
10551,551,מטרופולין,החרש/עמל-פתח תקווה<->בן ציון מיכאלי/הרכבת-הרצליה-21,228,0,0%
11167,167,נתיב אקספרס,קניון לב המפרץ/ההסתדרות-חיפה<->שכונת חיילים משוחררים 2-שפרעם,154,0,0%
10168,168,נתיב אקספרס,אלרויס/אל דריגאת-מטה אשר<->ת. מרכזית המפרץ/הורדה-חיפה-2ח,90,0,0%
10407,407,אגד,מסוף עין התכלת/איסוף-נתניה<->מרכז תחבורתי הארזים/הורדה-ירושל,127,0,0%
10431,431,אגד,ת. מרכזית ראשל''צ/רציפים-ראשון לציון<->ת. מרכזית ירושלים/הור,46,0,0%
10451,451,דן בדרום,מסוף הר חוצבים/המרפא-ירושלים<->שדרות הפלמח/חטיבת כרמלי-אשדוד,53,0,0%
10550,550,אגד,קניון איילון-בני ברק<->מלון יפה נוף-ערד-1ב,70,0,0%
12149,149,מטרופולין,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->איזור התעשיה כפ,653,0,0%
10433,433,אגד,ת. מרכזית ראשל''צ/רציפים-ראשון לציון<->ת. מרכזית ירושלים/הור,230,0,0%
10352,352,מטרופולין,שדרות מלכי ישראל/שדרות לכיש-קרית גת<->מסוף השחר/הרב עובדיה י,88,0,0%
10993,993,אגד,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->ת. מרכזית אילת-אילת-,26,0,0%
19094,94,נתיב אקספרס,בית מרקחת-כאבול<->בית ספר מאר אליאס-אעבלין-2#,11,0,0%
10355,355,אלקטרה אפיקים,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->מגדל ויטה/דרך בן ,33,0,0%
16095,95,נתיב אקספרס,העיר העתיקה-עכו<->בית ספר מאר אליאס-אעבלין-2ז,8,0,0%
10369,369,מטרופולין,מסוף קסטינה-מלאכי לדרום-באר טוביה<->ת.מרכזית באר שבע/הורדה-ב,212,0,0%
10980,980,נתיב אקספרס,מסוף אלוף שדה-רמת גן<->ת. מרכזית צפת/הורדה-צפת-1ה,114,0,0%
10982,982,נתיב אקספרס,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->ת. מרכזית צפת/הורדה-,35,0,0%
10319,319,אגד,מנחם בגין/בית עלמין-רחובות<->קניון איילון-בני ברק-1א,119,0,0%
21030,30,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->בית הקשתות-לקיה-,174,0,0%
19050,50,מטרופולין,בית ספר לחינוך מיוחד-ערערה בנגב<->מכללת קיי/יהודה הלוי-באר ש,194,0,0%
10996,996,אגד,מעלות דוד-רכסים<->מרכז תחבורתי הארזים/הורדה-ירושלים-21,77,0,0%
10840,840,אגד,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית ק''ש/,13,0,0%
10845,845,אגד,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת.מרכזית תל אביב קומה 7/ה,125,0,0%
10846,846,אגד,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית צפת/ה,6,0,0%
10853,853,אגד,מבוא חמה-מבוא חמה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפ,2,0,0%
10870,870,אגד,ת.מרכזית עפולה/רציפים-עפולה<->ת.מרכזית באר שבע/הורדה-באר שבע,53,0,0%
10909,909,אגד,ת. מרכזית המפרץ/הורדה-חיפה<->ת.מרכזית תל אביב קומה 7/הורדה-ת,131,0,0%
10480,480,אגד,מסוף גילה/המרגלית-ירושלים<->ת. רכבת תל אביב - סבידור/הורדה-ת,213,0,0%
11331,331,גי.בי.טורס,מרכז רפואי לין/רוטשילד-חיפה<->פאולוס השישי/תאופיק זיאד-נצרת-,112,0,0%
12333,333,גי.בי.טורס,כפר כנא ב'/בי''ס חט''ב א-כפר כנא<->אוניברסיטה/רב תכליתי-חיפה,41,0,0%
11210,210,קווים,נתיבות המשפט/סמינר-מודיעין עילית<->אזור התעשייה-בני ברק-19,161,0,0%
12220,220,קווים,אזור התעשייה-בני ברק<->אור החיים ט-מודיעין עילית-20,219,0,0%
12230,230,קווים,רבי עקיבא/רב ושמואל-מודיעין עילית<->אזור התעשייה-בני ברק-12,114,0,0%
11240,240,קווים,הגר''א/שדרות הרב מפוניבז-מודיעין עילית<->אזור התעשייה-בני בר,227,0,0%
20062,62,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->אלסלאם/אלתקוא-חו,203,0,0%
10300,300,אגד,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מרכז אפרידר/ככר,120,0,0%
22051,51,מועצה אזורית גולן,נטור-נטור<->ת. מרכזית טבריה/הורדה-טבריה-10,242,0,0%
25052,52,מועצה אזורית גולן,ת. מרכזית טבריה/השילוח-טבריה<->קניון לב קצרין-קצרין-21,42,0,0%
25053,53,מועצה אזורית גולן,מסוף חצור הגלילית/רציפים-חצור הגלילית<->יקבי רמת הגולן-קצרין,63,0,0%
20060,60,מועצה אזורית גולן,נטור-נטור<->ישיבה/דרך הגבורה-טבריה-11,18,0,0%
26072,72,מועצה אזורית גולן,בית ספר אזורי בית ירח-עמק הירדן<->גשור-גשור-20,10,0,0%
43082,82,מועצה אזורית גולן,האלון/התאנה-מעלה גמלא<->בית ספר נופי גולן/סלעית-קצרין-20,8,0,0%
17038,38א,אלקטרה אפיקים,פינס/שדרות בן גוריון-גדרה<->ת. מרכזית אשדוד-אשדוד-21,100,0,0%
12300,300,קווים,תחנה תפעולית/ביטוח לאומי-ירושלים<->שדרות בית שמאי/שדרות בית ,13,0,0%
